id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"kwp/sales/deal-slip-scenario","anthropics/knowledge-work-plugins","sales","销售预测","C","52.0","84.0","—","1","reference","2","2","1","2","3","1","3","4","4","2","5","3","4","5","5","pass","pass","pass","pass","upload artifact connector:crm profile","sales","E2","med","模拟某笔交易滑期、缩水或丢失对配额、覆盖率的影响，并找出可补位的管道"
"fs/equity-research/catalyst-calendar","anthropics/financial-services","finance","催化剂日历","C","52.0","80.0","—","1","rewrite","3","2","3","4","2","3","2","3","1","0","5","3","3","4","4","pass","pass","pass","fixable","web artifact office_gen connector:calendar","finance research","E2","med","为覆盖池整理财报、会议、监管与宏观事件日历并生成每周前瞻"
"alir/product-team/apple-hig-expert/apple-hig-expert","alirezarezvani/claude-skills","product","设计审查","C","52.0","54.0","—","1","reference","2","1","2","2","3","2","4","4","3","3","1","4","5","4","3","pass","pass","pass","pass","python upload","product engineering","E3","med","按 Apple HIG（含 Liquid Glass）审计或设计 iOS/macOS 等界面，脚本测对比度与点击区"
"kwp/small-business/tax-prep","anthropics/knowledge-work-plugins","finance","税务准备","C","51.8","42.0","—","1","reject","3","1","1","1","4","0","3","4","5","1","3","2","0","5","5","pass","pass","pass","pass","upload artifact connector:other","finance","E2","high","先确认账目已关账，再计算美国联邦季度预估税或整理 1099-NEC 清单与会计师资料包"
"fs/investment-banking/merger-model","anthropics/financial-services","finance","并购模型","C","51.6","60.0","—","1","rewrite","2","1","3","2","4","3","4","3","1","0","3","3","3","4","4","pass","pass","pass","pass","upload office_gen","finance","E2","med","搭建并购增厚/摊薄分析：资金来源运用、备考 EPS、协同敏感性与盈亏平衡协同"
"kwp/productivity/task-management","anthropics/knowledge-work-plugins","productivity","事项管理","C","51.6","72.0","—","1","reference","2","1","4","5","1","3","1","3","3","0","4","2","5","5","5","pass","pass","pass","pass","artifact","ops other","E2","med","用共享 TASKS.md 管理个人任务：新增、完成、等待中与从会议中抽取待办"
"legal/ai-governance-legal/matter-workspace","anthropics/claude-for-legal","legal","事项管理","C","51.6","62.0","—","2","reference","3","3.5","2.5","2.5","1","2.5","1.5","3.5","3.5","0","3","2","5","3","5","pass","pass","pass","pass","profile artifact","legal","E2","high","为多客户执业者新建/切换/归档事项工作区（ai-governance-legal 版），隔离不同客户上下文"
"kwp/data/create-viz","anthropics/knowledge-work-plugins","data","数据可视化","C","51.6","44.0","—","1","rewrite","2","1","3","3","2","3","3","3","2","1","1","3","4","5","5","pass","pass","pass","pass","python upload connector:warehouse artifact","data","E2","med","用 matplotlib/plotly 把数据生成出版级图表并给出代码"
"alir/marketing-skill/aeo","alirezarezvani/claude-skills","seo","AEO优化","C","51.6","40.0","—","1","reference","2","2","2","2","3","3","3","4","2","2","1","3","3","4","3","pass","pass","pass","pass","python web artifact","seo marketing","E3","med","答案引擎优化：E-E-A-T 评分审计、内容改写加引用与 schema、LLM 引用台账跟踪"
"kwp/partner-built/common-room/prospect","anthropics/knowledge-work-plugins#partner-built","sales","潜客挖掘","C","51.4","24.0","—","1","reject","2","2","2","3","3","2","3","4","4","1","1","1","2","2","3","pass","pass","pass","pass","connector:other web","sales marketing","E2","med","用 Common Room Prospector 区分新客与存量账户，多轮细化构建名单"
"seo/seo-drift","AgriciDaniel/claude-seo","seo","SEO 变更监控","C","51.4","28.0","—","1","reference","2","2","2","2","2","2","3","4","4","3","1","1","3","4","3","pass","pass","pass","pass","python artifact scheduler","seo engineering","E2","med","为页面 SEO 关键元素建基线并对比检测回归（17 条规则三级严重度），SQLite 存储历史"
"alir/marketing/linkedin/linkedin-content","alirezarezvani/claude-skills","marketing","社媒内容","C","51.4","36.0","—","1","reference","2","2","1","3","2","1","4","4","4","3","1","3","2","4","3","pass","pass","pass","pass","python upload artifact","marketing","E3","med","LinkedIn 帖子选格式、起草、0-100 规则检查与长内容拆分复用台账"
"fs/equity-research/model-update","anthropics/financial-services","finance","预估修订","C","51.4","60.0","—","1","rewrite","2","2","3","3","3","3","3","3","1","0","3","3","3","4","4","pass","pass","pass","fixable","upload office_gen python","finance research","E2","med","财报或指引变化后更新模型、修订预估与目标价并标注重大变化"
"kwp/design/ux-copy","anthropics/knowledge-work-plugins","design","文案","C","51.2","80.0","—","1","rewrite","2","2","3","3","2","3","3","3","1","0","5","3","3","5","5","pass","pass","pass","pass","connector:docs","product marketing","E2","med","撰写或审查界面微文案：CTA、报错、空状态、确认弹窗，给多方案与理由"
"legal/regulatory-legal/comments","anthropics/claude-for-legal","legal","法规监测","C","51.0","56.0","—","1","reference","3","3","2","2","2","2","2","3","4","0","3","3","2","3","5","pass","pass","pass","pass","profile connector:chat artifact","legal","E2","med","跟踪征求意见稿的意见期限，记录是否提交意见的决定并按期提醒"
"jl/core/statistics-fundamentals","JoelLewis/finance_skills","finance","数据分析","C","51.0","54.0","—","1","rewrite","2","1","3","3","3","3","4","3","3","3","1","4","5","1","1","pass","pass","pass","pass","python upload","finance data research","E3","med","金融数据统计方法：描述统计、正态检验、协方差收缩、CAPM 回归诊断与 bootstrap 置信区间"
"kwp/marketing/content-creation","anthropics/knowledge-work-plugins","marketing","内容创作","C","50.9","76.0","—","2","reference","2.5","1","3","4","2","2.5","2.5","3","0.5","1","5","3","2","5","5","pass","pass","pass","pass","artifact","marketing","E2","med","博客、社媒、邮件、落地页、新闻稿、案例研究的写作模板与最佳实践背景知识"
"kwp/operations/risk-assessment","anthropics/knowledge-work-plugins","ops","风险评估","C","50.9","91.0","—","2","reference","3","1.5","4","2.5","2.5","4","1","2","0","0.5","5","3.5","5","5","5","pass","pass","pass","pass","artifact","ops exec","E2","med","用 3×3 可能性×影响矩阵识别运营风险并输出风险登记簿"
"legal/legal-clinic/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","C","50.8","46.0","—","1","reject","2","4","1","0","3","0","4","4","5","1","3","2","1","3","5","pass","pass","pass","pass","profile upload","legal","E2","high","督导律师一次性配置诊所：伦理前置条件、实务领域、法域、督导模式与种子文档"
"legal/litigation-legal/matter-workspace","anthropics/claude-for-legal","legal","事项管理","C","50.6","58.0","—","1","reject","3","3","2","3","1","2","2","4","3","0","3","2","4","3","5","pass","pass","pass","pass","profile artifact","legal","E2","high","管理多客户事项工作区（新建/列表/切换/归档），与其他插件同名技能近乎逐字相同"
"alir/c-level-agents/cmo-review","alirezarezvani/claude-skills","marketing","营销策略审查","C","50.6","84.0","—","1","reference","3","2","2","2","3","3","3","3","1","1","5","3","4","4","3","pass","pass","pass","pass","python","marketing exec","E2","med","CMO 六问审查营销计划：ICP、JTBD、定位句、渠道、CAC 回收、品牌护城河"
"legal/legal-clinic/build-guide","anthropics/claude-for-legal","legal","流程文档","C","50.4","46.0","—","1","reference","3","4","1","1","2","1","3","4","3","1","3","2","1","3","5","pass","pass","pass","pass","profile artifact","legal","E2","med","帮诊所督导律师编写分实务领域指南：接案问题、教学姿态、审核闸门、跨插件检查与本地规则"
"kwp/finance/journal-entry","anthropics/knowledge-work-plugins","finance","日记账","C","50.4","76.0","—","1","rewrite","3","1","2","3","2","2","2","4","2","1","5","3","2","5","5","pass","pass","pass","pass","upload artifact connector:other connector:warehouse","finance","E2","med","按类型生成带借贷明细、计算依据与冲回标记的月结分录"
"alir/c-level-agents/cross-eval","alirezarezvani/claude-skills","exec","决策复核","C","50.4","88.0","—","1","reference","2","1","3","1","4","3","2","4","3","1","5","3","5","4","3","pass","fixable","pass","pass","subagent connector:other","exec finance","E2","med","用 Claude/Codex/Gemini 多模型交叉评审高风险备忘录，缺模型时退化为对抗式多轮"
"mkt/referrals","coreyhaines31/marketingskills","marketing","推荐计划","C","50.4","80.0","—","1","reference","2","2","2","2","3","2","3","4","1","3","5","3","3","4","4","pass","pass","pass","pass","artifact profile","marketing","E2","med","设计客户推荐与联盟计划：病毒潜力判断、推荐循环、奖励结构、优化与上线清单"
"fs/financial-analysis/pptx-author","anthropics/financial-services","other","演示文稿生成","C","50.3","68.0","—","2","reference","2","1.5","4","3","2","4","1","2.5","3","0","3","3","5","4","4","pass","pass","pass","pass","office_gen","other","E2","med","无头模式下用 python-pptx 生成 .pptx 文件的输出约定"
"kwp/marketing/seo-audit","anthropics/knowledge-work-plugins","marketing","SEO 审计","C","50.2","74.0","—","2","reference","2.5","1","2","2","3.5","1.5","3","4","1.5","0.5","4","4","2.5","5","5","pass","pass","pass","pass","web connector:other browser","seo marketing","E2","med","对网站做关键词、页面、内容缺口、技术与竞品 SEO 审计并给优先行动计划"
"kwp/human-resources/people-report","anthropics/knowledge-work-plugins","hr","人力分析","C","50.2","80.0","—","1","reference","3","1","2","2","3","3","2","3","2","0","5","3","3","5","5","pass","pass","pass","fixable","upload artifact connector:other connector:chat","hr data","E2","med","生成人数、流失、多元化或组织健康报告"
"legal/legal-builder-hub/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","C","50.2","54.0","—","1","reference","2","3","2","0","2","2","3","4","5","1","3","2","3","3","5","pass","pass","pass","pass","profile web","legal ops","E3","med","技能中心入门访谈：采集角色与执业类型，写入白名单/许可策略与新鲜度阈值并推荐入门技能包"
"mkt/image","coreyhaines31/marketingskills","marketing","营销配图","C","50.0","40.0","—","1","reference","2","2","2","3","2","2","3","3","2","3","1","3","3","4","4","pass","pass","pass","pass","artifact connector:other python profile","marketing","E2","med","营销图片生产指南：选择 AI 生图/设计工具/截图，平台尺寸表、提示词公式与图片优化"
"mkt/site-architecture","coreyhaines31/marketingskills","seo","网站信息架构","C","50.0","84.0","—","1","reference","2","2","2","1","3","2","3","5","1","3","5","3","4","4","4","pass","pass","pass","pass","artifact profile","seo product","E2","med","规划网站页面层级、导航、URL 规范与内链，输出 ASCII 树、Mermaid 站点图与 URL 映射表"
"seo/seo-page","AgriciDaniel/claude-seo","seo","SEO 审计","C","49.8","76.0","—","1","reference","2","1","2","3","2","1","4","4","3","3","5","3","2","4","3","pass","pass","pass","pass","web artifact python","seo","E2","med","单页 SEO 深度分析：标题/描述/标题层级、内容质量、技术元素、schema、图片与 CWV 风险打分卡"
"seo/seo-competitor-pages","AgriciDaniel/claude-seo","seo","竞品对比页","C","49.8","80.0","—","1","reference","2","2","2","2","3","1","3","4","4","1","5","3","3","4","3","pass","pass","pass","pass","web artifact","seo marketing legal","E2","med","生成竞品对比/替代/榜单页：功能矩阵、结构化数据、关键词模式、转化布局与公平性准则"
"mkt/aso","coreyhaines31/marketingskills","marketing","应用商店优化","C","49.6","76.0","—","1","reference","2","2","1","1","3","1","4","4","3","3","5","3","2","4","4","pass","pass","pass","pass","web upload artifact profile browser","marketing product","E2","med","抓取 App Store/Google Play 商品页，按六维加权打分并按品牌成熟度调整，出 ASO 行动计划"
